site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,58.309998,2009-01-05
arbutuslake,43.98207,-74.23322,535,69.64,2009-01-05
arbutuslakeinlet,43.99336,-74.24527,527,62.71,2009-01-05
archboldavir,27.176064,-81.21958,8,47.27,2009-01-05
archboldavirx,27.166627,-81.219828,8,47.27,2009-01-05
archboldbahia,27.1656,-81.216112,8,47.27,2009-01-05
archboldpnot,27.187948,-81.200345,9,50.539997,2009-01-05
archboldpnotx,27.180677,-81.20068,9,50.539997,2009-01-05
arkansascornsoy,34.416,-91.6723,61,34.78,2009-01-05
arsbrooks10,41.9749,-93.6905,312,62.559998,2009-01-05
arsbrooks11,41.9744,-93.6937,313,62.559998,2009-01-05
arscolesnorth,42.4884,-93.5225,356,56.129997,2009-01-05
arscolessouth,42.4816,-93.5235,352,56.129997,2009-01-05
arsgacp1,31.5109,-83.6179,96,49.239998,2009-01-05
arsgacp3,31.7563,-83.7516,139,57.41,2009-01-05
arsgacp4,31.7093,-83.7287,127,69.93,2009-01-05
arsgreatbasinltar098,43.1675,-116.7132,1426,40.829998,2009-01-05
arsgreatbasinltar117,43.1432,-116.7357,1625,38.329998,2009-01-05
arsgreatbasinltar177,43.0645,-116.7484,2114,37.19,2009-01-05
arsltarmdcr,39.0587,-75.8513,17,83.6,2009-01-05
arsltarmdcrnatw,39.0575,-75.7531,16,81.08,2009-01-05
arsltarmdcrprcw,39.0667,-75.7609,17,70.45,2009-01-05
arsltarmdcrresw,39.0549,-75.7532,16,81.08,2009-01-05
arsltarucbec1,40.7537,-78.0057,400,40.39,2009-01-05
arsltarucbec2,40.7558,-77.9999,396,40.39,2009-01-05
arsmnswanlake1,45.684508,-95.799703,370,55.78,2009-01-05
arsmorris1,45.6167,-96.1269,341,61.53,2009-01-05
arsmorris2,45.627,-96.127,338,61.53,2009-01-05
arsmorris3,45.6091,-96.1265,342,58.879997,2009-01-05
arsope3ltar,39.0309,-76.8442,41,67.28,2009-01-05
ashburnham,42.6029,-71.926,292,45.25,2009-01-05
asuhighlands,36.2076,-81.7032,1016,76.67,2009-01-05
austincary,29.738,-82.2188,44,68.72,2009-01-05
barrow,71.28007453,-156.6091492,5,-9999.0,2009-01-05
bartlettir,44.0646,-71.2881,268,96.43,2009-01-05
bigtraillake,64.9194,-147.822,190,55.19,2009-01-05
bitterbrush001,48.154,-119.9456,667,45.61,2009-01-05
blackrockforest,41.3974,-74.0239,427,33.18,2009-01-05
bnzblackspruce,64.6963,-148.3235,102,52.789997,2009-01-05
bnzrichfen,64.70134,-148.31195,97,44.219997,2009-01-05
bnzthermokarstbog,64.6955,-148.3208,104,52.789997,2009-01-05
boglakepeatland,47.5051,-93.4893,416,59.129997,2009-01-05
bostoncommon,42.355912,-71.064145,10,58.699997,2009-01-05
bostonu,42.35041,-71.10438,10,52.579998,2009-01-05
bouldinalfalfa,38.0985,-121.4993,-5,57.62,2009-01-05
bouldincorn,38.109,-121.535,-5,58.51,2009-01-05
bozeman,45.783056,-110.777778,2332,52.059998,2009-01-05
brackishimpoundment,33.2015,-79.2973,1,37.37,2009-01-05
bullshoals,36.562833,-93.06663,260,65.74,2009-01-05
burnssagebrush,43.4712,-119.6909,1398,45.98,2009-01-05
butte,45.95304,-112.47964,1682,36.38,2009-01-05
butterice,39.5793,-121.858,33,44.29,2009-01-05
cafboydnorthltar01,46.755104,-117.126052,795,52.01,2009-01-05
cafboydsouthltar01,46.751809,-117.128502,795,52.01,2009-01-05
cafcookeastltar01,46.78152,-117.0821,794,40.41,2009-01-05
cafcookwestltar01,46.784037,-117.09083,807,40.41,2009-01-05
caryinstitute,41.7839,-73.7341,127,47.629997,2009-01-05
centralredwoods1,38.632272,-123.301511,200,51.82,2009-01-05
centralredwoods2,38.632272,-123.301511,200,51.82,2009-01-05
cperagm,40.8402,-104.7672,1644,50.61,2009-01-05
cperheavy,40.8153,-104.7386,1652,41.989998,2009-01-05
cpertgm,40.833,-104.76,1644,45.92,2009-01-05
cperuvb,40.8055764,-104.7558542,1641,41.989998,2009-01-05
cuny,40.8162,-73.9507,42,57.05,2009-01-05
doverdesaltmarsh,39.0888,-75.4368,0,12.82,2009-01-05
downerwoods,43.07938,-87.88076,213,55.559998,2009-01-05
dukehw,35.973583,-79.100371,400,68.84,2009-01-05
ecb1,41.5348,-84.8068,275,29.26,2009-01-05
ecb2,41.5321,-84.808,275,29.26,2009-01-05
ecb4,41.1796,-83.0604,240,57.5,2009-01-05
elverde,18.320654,-65.8199,312,68.04,2009-01-05
