site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,30.5,2013-01-07
arbutuslake,43.98207,-74.23322,535,38.41,2013-01-07
arbutuslakeinlet,43.99336,-74.24527,527,28.07,2013-01-07
archboldavir,27.176064,-81.21958,8,38.43,2013-01-07
archboldavirx,27.166627,-81.219828,8,38.43,2013-01-07
archboldbahia,27.1656,-81.216112,8,38.43,2013-01-07
archboldpnot,27.187948,-81.200345,9,35.05,2013-01-07
archboldpnotx,27.180677,-81.20068,9,35.05,2013-01-07
arkansascornsoy,34.416,-91.6723,61,32.399998,2013-01-07
arsbrooks10,41.9749,-93.6905,312,47.579998,2013-01-07
arsbrooks11,41.9744,-93.6937,313,47.579998,2013-01-07
arscolesnorth,42.4884,-93.5225,356,45.51,2013-01-07
arscolessouth,42.4816,-93.5235,352,45.51,2013-01-07
arsgacp1,31.5109,-83.6179,96,35.03,2013-01-07
arsgacp3,31.7563,-83.7516,139,50.52,2013-01-07
arsgacp4,31.7093,-83.7287,127,37.239998,2013-01-07
arsgreatbasinltar098,43.1675,-116.7132,1426,44.129997,2013-01-07
arsgreatbasinltar117,43.1432,-116.7357,1625,49.84,2013-01-07
arsgreatbasinltar177,43.0645,-116.7484,2114,55.149998,2013-01-07
arsltarmdcr,39.0587,-75.8513,17,40.54,2013-01-07
arsltarmdcrnatw,39.0575,-75.7531,16,39.36,2013-01-07
arsltarmdcrprcw,39.0667,-75.7609,17,42.469997,2013-01-07
arsltarmdcrresw,39.0549,-75.7532,16,39.36,2013-01-07
arsltarucbec1,40.7537,-78.0057,400,31.84,2013-01-07
arsltarucbec2,40.7558,-77.9999,396,31.84,2013-01-07
arsmnswanlake1,45.684508,-95.799703,370,57.93,2013-01-07
arsmorris1,45.6167,-96.1269,341,63.5,2013-01-07
arsmorris2,45.627,-96.127,338,63.5,2013-01-07
arsmorris3,45.6091,-96.1265,342,54.239998,2013-01-07
arsope3ltar,39.0309,-76.8442,41,44.09,2013-01-07
ashburnham,42.6029,-71.926,292,34.12,2013-01-07
asuhighlands,36.2076,-81.7032,1016,33.829998,2013-01-07
austincary,29.738,-82.2188,44,30.08,2013-01-07
barrow,71.28007453,-156.6091492,5,-9999.0,2013-01-07
bartlettir,44.0646,-71.2881,268,12.58,2013-01-07
bigtraillake,64.9194,-147.822,190,34.03,2013-01-07
bitterbrush001,48.154,-119.9456,667,29.39,2013-01-07
blackrockforest,41.3974,-74.0239,427,23.119999,2013-01-07
bnzblackspruce,64.6963,-148.3235,102,28.84,2013-01-07
bnzrichfen,64.70134,-148.31195,97,14.889999,2013-01-07
bnzthermokarstbog,64.6955,-148.3208,104,28.84,2013-01-07
boglakepeatland,47.5051,-93.4893,416,49.1,2013-01-07
bostoncommon,42.355912,-71.064145,10,18.52,2013-01-07
bostonu,42.35041,-71.10438,10,15.219999,2013-01-07
bouldinalfalfa,38.0985,-121.4993,-5,55.379997,2013-01-07
bouldincorn,38.109,-121.535,-5,28.609999,2013-01-07
bozeman,45.783056,-110.777778,2332,39.41,2013-01-07
brackishimpoundment,33.2015,-79.2973,1,51.32,2013-01-07
bullshoals,36.562833,-93.06663,260,33.469997,2013-01-07
burnssagebrush,43.4712,-119.6909,1398,45.03,2013-01-07
butte,45.95304,-112.47964,1682,32.079998,2013-01-07
butterice,39.5793,-121.858,33,36.95,2013-01-07
cafboydnorthltar01,46.755104,-117.126052,795,58.46,2013-01-07
cafboydsouthltar01,46.751809,-117.128502,795,58.46,2013-01-07
cafcookeastltar01,46.78152,-117.0821,794,43.27,2013-01-07
cafcookwestltar01,46.784037,-117.09083,807,43.27,2013-01-07
caryinstitute,41.7839,-73.7341,127,39.53,2013-01-07
centralredwoods1,38.632272,-123.301511,200,54.87,2013-01-07
centralredwoods2,38.632272,-123.301511,200,54.87,2013-01-07
cperagm,40.8402,-104.7672,1644,58.309998,2013-01-07
cperheavy,40.8153,-104.7386,1652,29.48,2013-01-07
cpertgm,40.833,-104.76,1644,37.52,2013-01-07
cperuvb,40.8055764,-104.7558542,1641,29.48,2013-01-07
cuny,40.8162,-73.9507,42,53.129997,2013-01-07
doverdesaltmarsh,39.0888,-75.4368,0,19.52,2013-01-07
downerwoods,43.07938,-87.88076,213,40.36,2013-01-07
dukehw,35.973583,-79.100371,400,55.82,2013-01-07
ecb1,41.5348,-84.8068,275,26.64,2013-01-07
ecb2,41.5321,-84.808,275,26.64,2013-01-07
ecb4,41.1796,-83.0604,240,52.399998,2013-01-07
elverde,18.320654,-65.8199,312,68.479996,2013-01-07
flagstaff,35.17961521,-111.6049032,6983,43.42,2013-01-07
flagstaff2,35.179225,-111.604506,6983,43.42,2013-01-07
flagstaffchimneysprings,35.257296,-111.678542,2250,57.82,2013-01-07
forbes,39.232,-121.2972,360,70.99,2013-01-07
fortpaynealpasture1,34.3824,-85.6428,405,51.37,2013-01-07
fortpaynealpasture2,34.3824,-85.6447,403,57.489998,2013-01-07
gcesapelo,31.4440444,-81.283528,0,48.35,2013-01-07
gilberttract,38.0015,-121.6691,6,56.0,2013-01-07
glees,41.3644,-106.2394,3150,62.359997,2013-01-07
glennorganicrice,39.6805,-122.0026,2,65.0,2013-01-07
glennrice,39.5944,-122.0253,36,70.42,2013-01-07
goodnow,43.96018,-74.20994,820,73.2,2013-01-07
goodwater,39.22848,-92.11936,264,50.489998,2013-01-07
goodwaterbau,39.23115,-92.15216,274,53.219997,2013-01-07
grandteton,43.915017,-110.578036,2054,44.05,2013-01-07
grca1pj,36.0241,-112.2211,1978,74.36,2013-01-07
greenridge1,39.6905,-78.4067,285,56.6,2013-01-07
harvard,42.5378,-72.1715,340,47.239998,2013-01-07
harvardbarn,42.53532,-72.1899,350,42.309998,2013-01-07
harvardbarn2,42.53532,-72.1899,350,42.309998,2013-01-07
harvardems2,42.5378,-72.1715,340,47.239998,2013-01-07
harvardfarmnorth,42.520465,-72.182242,355,42.309998,2013-01-07
harvardfarmsouth,42.522466,-72.182339,355,42.309998,2013-01-07
harvardgarden,42.5291,-72.1863,335,42.309998,2013-01-07
harvardhemlock,42.539,-72.18,355,47.239998,2013-01-07
harvardhemlock2,42.539407,-72.177976,355,47.239998,2013-01-07
harvardlph,42.542,-72.185,380,42.309998,2013-01-07
hawbeckereddy,40.6608,-77.848849,310,46.719997,2013-01-07
hobcawclearcutlongleaf,33.3486,-79.232,4,47.78,2013-01-07
hobcawmaturelongleaf,33.3242,-79.2439,8,42.57,2013-01-07
homesteadsprings,37.2009,-92.9937,452,56.76,2013-01-07
howland1,45.2041,-68.7403,80,70.0,2013-01-07
howland2,45.2128,-68.7418,79,70.0,2013-01-07
