site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,43.059998,2024-01-01
arbutuslake,43.98207,-74.23322,535,19.77,2024-01-01
arbutuslakeinlet,43.99336,-74.24527,527,14.349999,2024-01-01
archboldavir,27.176064,-81.21958,8,31.67,2024-01-01
archboldavirx,27.166627,-81.219828,8,31.67,2024-01-01
archboldbahia,27.1656,-81.216112,8,31.67,2024-01-01
archboldpnot,27.187948,-81.200345,9,67.65,2024-01-01
archboldpnotx,27.180677,-81.20068,9,67.65,2024-01-01
arkansascornsoy,34.416,-91.6723,61,54.98,2024-01-01
arsbrooks10,41.9749,-93.6905,312,51.48,2024-01-01
arsbrooks11,41.9744,-93.6937,313,51.48,2024-01-01
arscolesnorth,42.4884,-93.5225,356,37.12,2024-01-01
arscolessouth,42.4816,-93.5235,352,37.12,2024-01-01
arsgacp1,31.5109,-83.6179,96,54.989998,2024-01-01
arsgacp3,31.7563,-83.7516,139,63.67,2024-01-01
arsgacp4,31.7093,-83.7287,127,22.93,2024-01-01
arsgreatbasinltar098,43.1675,-116.7132,1426,43.149998,2024-01-01
arsgreatbasinltar117,43.1432,-116.7357,1625,53.98,2024-01-01
arsgreatbasinltar177,43.0645,-116.7484,2114,44.12,2024-01-01
arsltarmdcr,39.0587,-75.8513,17,38.89,2024-01-01
arsltarmdcrnatw,39.0575,-75.7531,16,17.279999,2024-01-01
arsltarmdcrprcw,39.0667,-75.7609,17,50.0,2024-01-01
arsltarmdcrresw,39.0549,-75.7532,16,17.279999,2024-01-01
arsltarucbec1,40.7537,-78.0057,400,50.27,2024-01-01
arsltarucbec2,40.7558,-77.9999,396,50.27,2024-01-01
arsmnswanlake1,45.684508,-95.799703,370,53.559998,2024-01-01
arsmorris1,45.6167,-96.1269,341,57.039997,2024-01-01
arsmorris2,45.627,-96.127,338,57.039997,2024-01-01
arsmorris3,45.6091,-96.1265,342,47.309998,2024-01-01
arsope3ltar,39.0309,-76.8442,41,55.649998,2024-01-01
ashburnham,42.6029,-71.926,292,53.469997,2024-01-01
asuhighlands,36.2076,-81.7032,1016,36.76,2024-01-01
austincary,29.738,-82.2188,44,55.01,2024-01-01
barrow,71.28007453,-156.6091492,5,-9999.0,2024-01-01
bartlettir,44.0646,-71.2881,268,20.97,2024-01-01
bigtraillake,64.9194,-147.822,190,-9999.0,2024-01-01
bitterbrush001,48.154,-119.9456,667,23.07,2024-01-01
blackrockforest,41.3974,-74.0239,427,38.27,2024-01-01
