site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,49.539997,2023-01-02
arbutuslake,43.98207,-74.23322,535,18.029999,2023-01-02
arbutuslakeinlet,43.99336,-74.24527,527,16.539999,2023-01-02
archboldavir,27.176064,-81.21958,8,30.109999,2023-01-02
archboldavirx,27.166627,-81.219828,8,30.109999,2023-01-02
archboldbahia,27.1656,-81.216112,8,30.109999,2023-01-02
archboldpnot,27.187948,-81.200345,9,75.34,2023-01-02
archboldpnotx,27.180677,-81.20068,9,75.34,2023-01-02
arkansascornsoy,34.416,-91.6723,61,41.95,2023-01-02
arsbrooks10,41.9749,-93.6905,312,49.46,2023-01-02
arsbrooks11,41.9744,-93.6937,313,49.46,2023-01-02
arscolesnorth,42.4884,-93.5225,356,42.12,2023-01-02
arscolessouth,42.4816,-93.5235,352,42.12,2023-01-02
arsgacp1,31.5109,-83.6179,96,46.32,2023-01-02
arsgacp3,31.7563,-83.7516,139,48.03,2023-01-02
arsgacp4,31.7093,-83.7287,127,29.51,2023-01-02
arsgreatbasinltar098,43.1675,-116.7132,1426,37.11,2023-01-02
arsgreatbasinltar117,43.1432,-116.7357,1625,43.39,2023-01-02
arsgreatbasinltar177,43.0645,-116.7484,2114,48.129997,2023-01-02
arsltarmdcr,39.0587,-75.8513,17,43.42,2023-01-02
arsltarmdcrnatw,39.0575,-75.7531,16,31.72,2023-01-02
arsltarmdcrprcw,39.0667,-75.7609,17,46.59,2023-01-02
arsltarmdcrresw,39.0549,-75.7532,16,31.72,2023-01-02
arsltarucbec1,40.7537,-78.0057,400,41.19,2023-01-02
arsltarucbec2,40.7558,-77.9999,396,41.19,2023-01-02
arsmnswanlake1,45.684508,-95.799703,370,53.71,2023-01-02
arsmorris1,45.6167,-96.1269,341,47.51,2023-01-02
arsmorris2,45.627,-96.127,338,47.51,2023-01-02
arsmorris3,45.6091,-96.1265,342,47.01,2023-01-02
arsope3ltar,39.0309,-76.8442,41,56.629997,2023-01-02
ashburnham,42.6029,-71.926,292,48.82,2023-01-02
asuhighlands,36.2076,-81.7032,1016,26.97,2023-01-02
austincary,29.738,-82.2188,44,38.719997,2023-01-02
barrow,71.28007453,-156.6091492,5,-9999.0,2023-01-02
bartlettir,44.0646,-71.2881,268,26.769999,2023-01-02
bigtraillake,64.9194,-147.822,190,-9999.0,2023-01-02
bitterbrush001,48.154,-119.9456,667,43.37,2023-01-02
blackrockforest,41.3974,-74.0239,427,36.57,2023-01-02
bnzblackspruce,64.6963,-148.3235,102,-9999.0,2023-01-02
bnzrichfen,64.70134,-148.31195,97,-9999.0,2023-01-02
bnzthermokarstbog,64.6955,-148.3208,104,-9999.0,2023-01-02
boglakepeatland,47.5051,-93.4893,416,35.0,2023-01-02
bostoncommon,42.355912,-71.064145,10,-9999.0,2023-01-02
bostonu,42.35041,-71.10438,10,17.789999,2023-01-02
bouldinalfalfa,38.0985,-121.4993,-5,66.18,2023-01-02
bouldincorn,38.109,-121.535,-5,16.859999,2023-01-02
bozeman,45.783056,-110.777778,2332,35.399998,2023-01-02
brackishimpoundment,33.2015,-79.2973,1,30.289999,2023-01-02
bullshoals,36.562833,-93.06663,260,34.489998,2023-01-02
burnssagebrush,43.4712,-119.6909,1398,56.42,2023-01-02
butte,45.95304,-112.47964,1682,35.16,2023-01-02
