site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,43.82,2022-01-03
arbutuslake,43.98207,-74.23322,535,41.239998,2022-01-03
arbutuslakeinlet,43.99336,-74.24527,527,46.23,2022-01-03
archboldavir,27.176064,-81.21958,8,25.89,2022-01-03
archboldavirx,27.166627,-81.219828,8,25.89,2022-01-03
archboldbahia,27.1656,-81.216112,8,25.89,2022-01-03
archboldpnot,27.187948,-81.200345,9,70.979996,2022-01-03
archboldpnotx,27.180677,-81.20068,9,70.979996,2022-01-03
arkansascornsoy,34.416,-91.6723,61,61.649998,2022-01-03
arsbrooks10,41.9749,-93.6905,312,67.159996,2022-01-03
arsbrooks11,41.9744,-93.6937,313,67.159996,2022-01-03
arscolesnorth,42.4884,-93.5225,356,45.82,2022-01-03
arscolessouth,42.4816,-93.5235,352,45.82,2022-01-03
arsgacp1,31.5109,-83.6179,96,42.719997,2022-01-03
arsgacp3,31.7563,-83.7516,139,36.37,2022-01-03
arsgacp4,31.7093,-83.7287,127,75.61,2022-01-03
arsgreatbasinltar098,43.1675,-116.7132,1426,35.02,2022-01-03
arsgreatbasinltar117,43.1432,-116.7357,1625,39.96,2022-01-03
arsgreatbasinltar177,43.0645,-116.7484,2114,47.85,2022-01-03
arsltarmdcr,39.0587,-75.8513,17,53.289997,2022-01-03
arsltarmdcrnatw,39.0575,-75.7531,16,25.92,2022-01-03
arsltarmdcrprcw,39.0667,-75.7609,17,50.0,2022-01-03
arsltarmdcrresw,39.0549,-75.7532,16,25.92,2022-01-03
arsltarucbec1,40.7537,-78.0057,400,48.77,2022-01-03
arsltarucbec2,40.7558,-77.9999,396,48.77,2022-01-03
arsmnswanlake1,45.684508,-95.799703,370,55.469997,2022-01-03
arsmorris1,45.6167,-96.1269,341,48.399998,2022-01-03
arsmorris2,45.627,-96.127,338,48.399998,2022-01-03
arsmorris3,45.6091,-96.1265,342,43.17,2022-01-03
arsope3ltar,39.0309,-76.8442,41,48.399998,2022-01-03
ashburnham,42.6029,-71.926,292,67.549995,2022-01-03
asuhighlands,36.2076,-81.7032,1016,33.13,2022-01-03
austincary,29.738,-82.2188,44,33.26,2022-01-03
barrow,71.28007453,-156.6091492,5,-9999.0,2022-01-03
bartlettir,44.0646,-71.2881,268,48.149998,2022-01-03
bigtraillake,64.9194,-147.822,190,-9999.0,2022-01-03
bitterbrush001,48.154,-119.9456,667,48.27,2022-01-03
blackrockforest,41.3974,-74.0239,427,31.55,2022-01-03
bnzblackspruce,64.6963,-148.3235,102,-9999.0,2022-01-03
bnzrichfen,64.70134,-148.31195,97,-9999.0,2022-01-03
bnzthermokarstbog,64.6955,-148.3208,104,-9999.0,2022-01-03
boglakepeatland,47.5051,-93.4893,416,34.6,2022-01-03
bostoncommon,42.355912,-71.064145,10,-9999.0,2022-01-03
bostonu,42.35041,-71.10438,10,18.369999,2022-01-03
bouldinalfalfa,38.0985,-121.4993,-5,62.129997,2022-01-03
bouldincorn,38.109,-121.535,-5,51.35,2022-01-03
bozeman,45.783056,-110.777778,2332,50.53,2022-01-03
brackishimpoundment,33.2015,-79.2973,1,34.48,2022-01-03
