site,lat,lon,elev,values,date
alligatorriver,35.7879,-75.9038,1,47.6,2021-01-11
arbutuslake,43.98207,-74.23322,535,41.76,2021-01-11
arbutuslakeinlet,43.99336,-74.24527,527,35.84,2021-01-11
archboldavir,27.176064,-81.21958,8,53.649998,2021-01-11
archboldavirx,27.166627,-81.219828,8,53.649998,2021-01-11
archboldbahia,27.1656,-81.216112,8,53.649998,2021-01-11
archboldpnot,27.187948,-81.200345,9,72.89,2021-01-11
archboldpnotx,27.180677,-81.20068,9,72.89,2021-01-11
arkansascornsoy,34.416,-91.6723,61,51.85,2021-01-11
arsbrooks10,41.9749,-93.6905,312,65.9,2021-01-11
arsbrooks11,41.9744,-93.6937,313,65.9,2021-01-11
arscolesnorth,42.4884,-93.5225,356,39.469997,2021-01-11
arscolessouth,42.4816,-93.5235,352,39.469997,2021-01-11
arsgacp1,31.5109,-83.6179,96,54.69,2021-01-11
arsgacp3,31.7563,-83.7516,139,48.71,2021-01-11
arsgacp4,31.7093,-83.7287,127,82.89,2021-01-11
arsgreatbasinltar098,43.1675,-116.7132,1426,39.86,2021-01-11
arsgreatbasinltar117,43.1432,-116.7357,1625,48.64,2021-01-11
arsgreatbasinltar177,43.0645,-116.7484,2114,37.71,2021-01-11
arsltarmdcr,39.0587,-75.8513,17,49.16,2021-01-11
arsltarmdcrnatw,39.0575,-75.7531,16,40.6,2021-01-11
arsltarmdcrprcw,39.0667,-75.7609,17,42.0,2021-01-11
arsltarmdcrresw,39.0549,-75.7532,16,40.6,2021-01-11
arsltarucbec1,40.7537,-78.0057,400,41.51,2021-01-11
arsltarucbec2,40.7558,-77.9999,396,41.51,2021-01-11
arsmnswanlake1,45.684508,-95.799703,370,47.32,2021-01-11
arsmorris1,45.6167,-96.1269,341,51.67,2021-01-11
arsmorris2,45.627,-96.127,338,51.67,2021-01-11
arsmorris3,45.6091,-96.1265,342,49.289997,2021-01-11
arsope3ltar,39.0309,-76.8442,41,60.84,2021-01-11
ashburnham,42.6029,-71.926,292,63.17,2021-01-11
asuhighlands,36.2076,-81.7032,1016,29.46,2021-01-11
austincary,29.738,-82.2188,44,49.09,2021-01-11
barrow,71.28007453,-156.6091492,5,-9999.0,2021-01-11
bartlettir,44.0646,-71.2881,268,50.0,2021-01-11
bigtraillake,64.9194,-147.822,190,57.239998,2021-01-11
bitterbrush001,48.154,-119.9456,667,48.579998,2021-01-11
blackrockforest,41.3974,-74.0239,427,31.439999,2021-01-11
bnzblackspruce,64.6963,-148.3235,102,48.23,2021-01-11
bnzrichfen,64.70134,-148.31195,97,67.26,2021-01-11
bnzthermokarstbog,64.6955,-148.3208,104,48.23,2021-01-11
