site,lat,lon,elev,values,date
NEON.D18.TOOL.DP1.00033,68.66109,-149.37047,827,-9999.0,2010-01-11
NEON.D19.BONA.DP1.00033,65.15401,-147.50258,233,74.229996,2010-01-11
NEON.D19.CARI.DP1.20002,65.15306,-147.50246,229,74.229996,2010-01-11
NEON.D19.DEJU.DP1.00033,63.88112,-145.75136,504,23.5,2010-01-11
NEON.D19.HEAL.DP1.00033,63.87569,-149.21334,409,53.19,2010-01-11
NEON.D20.PUUM.DP1.00033,19.55309,-155.31731,1683,63.09,2010-01-11
nevcansnk3a,39.0099,-114.3095,3063,58.09,2010-01-11
nevcanspg1a,38.9253,-114.4082,1792,61.0,2010-01-11
nevcanspg2a,38.8921,-114.3521,2203,68.52,2010-01-11
nevcanspg3a,38.8898,-114.3314,2820,66.59,2010-01-11
nevcanspg4a,38.9061,-114.3089,3360,66.59,2010-01-11
ninemileprairie,40.86801886,-96.82208066,381,50.0,2010-01-11
nist,39.139,-77.2125,100,44.75,2010-01-11
niwot3,40.03286358,-105.5469702,3050,60.05,2010-01-11
niwot5,40.03286358,-105.5469702,2993,60.05,2010-01-11
northattleboroma,41.98369,-71.31056,60,70.78,2010-01-11
northinletsaltmarsh,33.3455,-79.1957,1,57.27,2010-01-11
oakville,47.899334,-97.316139,268,68.77,2010-01-11
oregonMP,44.4523,-121.5574,1253,56.92,2010-01-11
oregonYP,44.32384,-121.605993,977,41.489998,2010-01-11
oregonYPbud,44.3238,-121.606,977,41.489998,2010-01-11
othshardwood,44.934805,-68.6655,41,18.789999,2010-01-11
othssoftwood,44.934527,-68.664888,41,18.789999,2010-01-11
pace,37.9229,-78.2739,100,59.289997,2010-01-11
parkschoolbuffalo,42.9637,-78.7834,205,38.899998,2010-01-11
piedmontalpasture2,33.8875,-85.6935,238,83.93,2010-01-11
portal,31.9385,-109.0823,1330,19.46,2010-01-11
proctor,44.525,-72.866,403,15.889999,2010-01-11
readingma,42.5304,-71.1272,100,38.34,2010-01-11
robinson,37.4671,-83.1576,483,58.219997,2010-01-11
robinson2,37.4671,-83.1576,483,58.219997,2010-01-11
rosemountcons,44.6946,-93.0578,283,48.27,2010-01-11
rosemountconv,44.691,-93.0576,283,48.27,2010-01-11
rosemountnprs,44.6781,-93.0723,274,41.899998,2010-01-11
russellsage,32.456961,-91.974322,20,47.559998,2010-01-11
sagehen,39.4315,-120.2398,1934,42.46,2010-01-11
sagehen2,39.4307,-120.2407,1937,61.3,2010-01-11
sagehen3,39.4311,-120.2405,1935,61.3,2010-01-11
sanford,42.726777,-84.464482,268,43.21,2010-01-11
santacruz1,36.9741,-122.0308,11,42.45,2010-01-11
santacruz2,36.9741,-122.0308,11,42.45,2010-01-11
santaluciapreserve1,36.5265,-121.8682,500,65.31,2010-01-11
santaluciapreserve2,36.5265,-121.8682,500,65.31,2010-01-11
segaarboretum10,35.16209,-111.73151,2170,38.84,2010-01-11
segaarboretum2,35.16209,-111.73151,2170,38.84,2010-01-11
segaarboretum3,35.16209,-111.73151,2170,38.84,2010-01-11
segaarboretum4,35.16214,-111.73153,2170,38.84,2010-01-11
segaarboretum6,35.16209,-111.73151,2170,38.84,2010-01-11
segaarboretum9,35.16222,-111.73158,2170,38.84,2010-01-11
segaarboretumforest,35.1613,-111.7359,2173,38.84,2010-01-11
segaarboretummeadow,35.1621,-111.7316,2157,38.84,2010-01-11
segablackpoint,35.6814,-111.4754,1566,52.649998,2010-01-11
segabluechute,35.5876,-111.9716,1930,50.0,2010-01-11
segabluechute1,35.58759,-111.97115,1931,50.0,2010-01-11
segabluechute2,35.58759,-111.97115,1931,50.0,2010-01-11
segabluechute4,35.58759,-111.9716,1931,50.0,2010-01-11
segabluechute6,35.58759,-111.97115,1931,50.0,2010-01-11
segabluechute7,35.58759,-111.97115,1931,50.0,2010-01-11
segabluechute8,35.58759,-111.97115,1931,50.0,2010-01-11
segabradshaw,34.9109,-111.9285,1402,70.92,2010-01-11
segahartprairie,35.3536,-111.7324,2585,62.5,2010-01-11
segalcr,35.7231,-111.321,1275,70.049995,2010-01-11
segalcr2,35.7069,-111.36,1495,55.21,2010-01-11
segalittlemountain,36.5865,-112.3634,2276,51.489998,2010-01-11
segasoapcreek,36.751,-111.716,1233,31.679998,2010-01-11
segawhitepockets,36.6081,-112.4082,2057,63.449997,2010-01-11
sevilletagrass,34.360444,-106.700186,1600,45.61,2010-01-11
sevilletanewgrass,34.358,-106.6799,1603,45.61,2010-01-11
sevilletashrub,34.334956,-106.744469,1603,53.73,2010-01-11
sevMRME10L,34.3438,-106.7269,1604,52.6,2010-01-11
sevMRME11C,34.3438,-106.7268,1604,52.6,2010-01-11
sevMRME1S,34.3442,-106.7272,1604,42.32,2010-01-11
sevpjrm12,34.38615,-106.52621,1905,60.07,2010-01-11
sevpjrm13,34.38631,-106.52791,1914,60.07,2010-01-11
shalehillsczo,40.6658,-77.9041,310,36.0,2010-01-11
shenandoah,38.6167,-78.35,1037,50.0,2010-01-11
silverton,44.9986,-122.6948,347,41.079998,2010-01-11
siwetland,38.0369,-121.7546,-5,-9999.0,2010-01-11
slatefloodplain,38.9094,-107.0282,2725,44.52,2010-01-11
snodgrass1,38.92619636,-106.9714376,3023,26.59,2010-01-11
snodgrass2,38.92619636,-106.9714376,3023,26.59,2010-01-11
snodgrass3,38.92839978,-106.9781196,3141,26.59,2010-01-11
snodgrass4,38.92839978,-106.9781196,3141,26.59,2010-01-11
snodgrass5,38.92744789,-106.9785209,3152,26.59,2010-01-11
snodgrass6,38.92744789,-106.9785209,3152,26.59,2010-01-11
snodgrass7,38.93142134,-106.9852388,3363,26.59,2010-01-11
snodgrass8,38.93142134,-106.9852388,3363,26.59,2010-01-11
southerngreatplains,36.6058,-97.4888,314,56.449997,2010-01-11
springfieldma,42.135162,-72.585972,56,42.1,2010-01-11
spruceA0EMI,47.5049,-93.4541,413,41.75,2010-01-11
spruceA0EMT,47.5049,-93.4541,418,41.75,2010-01-11
spruceA0P07,47.50493,-93.45314,413,41.75,2010-01-11
spruceA0P07SH,47.50493,-93.45314,413,41.75,2010-01-11
spruceA0P21,47.50625,-93.45275,413,41.75,2010-01-11
spruceA0P21SH,47.50625,-93.45275,413,41.75,2010-01-11
srg,31.7894,-110.8276,1281,24.09,2010-01-11
srm,31.8214,-110.8661,1116,17.539999,2010-01-11
statenrice1,38.1235,-121.549,-5,18.88,2010-01-11
stjones,39.088222,-75.43725,2,50.0,2010-01-11
sweetbriar,37.57341,-79.08482,242,55.96,2010-01-11
sweetbriarclearcut,37.5753,-79.0872,242,55.96,2010-01-11
sweetbriargrass,37.5605,-79.0884,240,55.96,2010-01-11
sylvania,46.242,-89.348,540,32.05,2010-01-11
templefieldstation1,40.1667,-75.1894,105,69.56,2010-01-11
tfforest,43.1086,-70.9505,23,39.04,2010-01-11
tidmarshplymouth,41.9157,-70.5754,9,42.19,2010-01-11
tonzi,38.43091667,-120.9658861,177,69.83,2010-01-11
townsenddemeadow,39.3917,-75.6281,11,62.629997,2010-01-11
tsubiology,36.1671,-86.8295,164,33.41,2010-01-11
tsubiology2,36.1171,-86.8295,100,22.74,2010-01-11
tuckerprairie,38.9491,-91.9952,274,49.77,2010-01-11
twodafo,29.1658,-95.829,16,83.84,2010-01-11
tworfaa,31.4777,-96.8882,167,57.46,2010-01-11
tworfpr,31.4802,-96.8826,162,57.46,2010-01-11
tworfta,31.4693,-96.8864,173,57.46,2010-01-11
twosfpr,30.6176,-97.2938,157,77.27,2010-01-11
ucnrsanzaborrego,33.2401,-116.3886,214,25.47,2010-01-11
ufona,27.3836,-81.950856,25,67.99,2010-01-11
uiefmaize2,40.0628,-88.1961,224,41.67,2010-01-11
uiefmiscanthus2,40.0628,-88.1984,221,41.67,2010-01-11
uiefprairie2,40.0637,-88.1973,224,41.67,2010-01-11
uiefsorghum,40.0065,-88.2032,224,45.93,2010-01-11
uiefswitchgrass2,40.0637,-88.1973,224,41.67,2010-01-11
umichbiological,45.55984,-84.71382,230,32.94,2010-01-11
umichbiological2,45.5625,-84.6976,240,53.05,2010-01-11
unca,35.5951,-82.5515,650,47.379997,2010-01-11
usgseros,43.7343,-96.6234,448,47.629997,2010-01-11
usmpj,34.43845,-106.2543606,2126,60.64,2010-01-11
usof5,35.7297,-90.0406,70,33.36,2010-01-11
usof6,35.7333,-90.0403,70,33.36,2010-01-11
uwmfieldsta,43.38709,-88.0229,265,43.09,2010-01-11
vaira,38.41328056,-120.9506361,129,66.15,2010-01-11
vallesburnedconifer,35.8884,-106.5321,3043,54.11,2010-01-11
vallesmixedconifer,35.9192,-106.6142,2752,53.85,2010-01-11
vallesponderosapine,35.864,-106.5964,2501,52.48,2010-01-11
waahila,21.3017,-157.8152,55,50.0,2010-01-11
warrenwilson,35.6069,-82.4421,2198,70.299995,2010-01-11
willamettepoplar,44.1368,-123.1823,112,33.69,2010-01-11
willowcreek,45.805986,-90.07912,521,48.45,2010-01-11
windriver,45.8212833,-121.9520833,371,38.8,2010-01-11
windriverunderstory,45.8212833,-121.9520833,371,38.8,2010-01-11
wolfesneckfarm,43.8305,-70.0715,16,28.58,2010-01-11
worcester,42.2697,-71.8428,185,34.1,2010-01-11
alligatorriver,35.7879,-75.9038,1,54.41,2010-01-18
arbutuslake,43.98207,-74.23322,535,46.1,2010-01-18
arbutuslakeinlet,43.99336,-74.24527,527,27.859999,2010-01-18
archboldavir,27.176064,-81.21958,8,62.23,2010-01-18
archboldavirx,27.166627,-81.219828,8,62.23,2010-01-18
archboldbahia,27.1656,-81.216112,8,62.23,2010-01-18
archboldpnot,27.187948,-81.200345,9,56.0,2010-01-18
archboldpnotx,27.180677,-81.20068,9,56.0,2010-01-18
arkansascornsoy,34.416,-91.6723,61,53.82,2010-01-18
arsbrooks10,41.9749,-93.6905,312,46.02,2010-01-18
arsbrooks11,41.9744,-93.6937,313,46.02,2010-01-18
arscolesnorth,42.4884,-93.5225,356,54.739998,2010-01-18
arscolessouth,42.4816,-93.5235,352,54.739998,2010-01-18
arsgacp1,31.5109,-83.6179,96,63.16,2010-01-18
arsgacp3,31.7563,-83.7516,139,59.19,2010-01-18
arsgacp4,31.7093,-83.7287,127,90.71,2010-01-18
arsgreatbasinltar098,43.1675,-116.7132,1426,51.379997,2010-01-18
arsgreatbasinltar117,43.1432,-116.7357,1625,51.1,2010-01-18
arsgreatbasinltar177,43.0645,-116.7484,2114,28.42,2010-01-18
arsltarmdcr,39.0587,-75.8513,17,38.46,2010-01-18
arsltarmdcrnatw,39.0575,-75.7531,16,34.53,2010-01-18
arsltarmdcrprcw,39.0667,-75.7609,17,45.85,2010-01-18
arsltarmdcrresw,39.0549,-75.7532,16,34.53,2010-01-18
arsltarucbec1,40.7537,-78.0057,400,57.91,2010-01-18
arsltarucbec2,40.7558,-77.9999,396,57.91,2010-01-18
arsmnswanlake1,45.684508,-95.799703,370,48.55,2010-01-18
arsmorris1,45.6167,-96.1269,341,51.66,2010-01-18
arsmorris2,45.627,-96.127,338,51.66,2010-01-18
arsmorris3,45.6091,-96.1265,342,45.37,2010-01-18
arsope3ltar,39.0309,-76.8442,41,66.5,2010-01-18
ashburnham,42.6029,-71.926,292,34.01,2010-01-18
asuhighlands,36.2076,-81.7032,1016,42.969997,2010-01-18
austincary,29.738,-82.2188,44,71.01,2010-01-18
barrow,71.28007453,-156.6091492,5,-9999.0,2010-01-18
bartlettir,44.0646,-71.2881,268,11.29,2010-01-18
bigtraillake,64.9194,-147.822,190,47.1,2010-01-18
bitterbrush001,48.154,-119.9456,667,57.85,2010-01-18
blackrockforest,41.3974,-74.0239,427,30.699999,2010-01-18
