site,lat,lon,elev,values,date
NEON.D20.PUUM.DP1.00033,19.55309,-155.31731,1683,54.16,2011-01-03
nevcansnk3a,39.0099,-114.3095,3063,45.36,2011-01-03
nevcanspg1a,38.9253,-114.4082,1792,40.92,2011-01-03
nevcanspg2a,38.8921,-114.3521,2203,49.43,2011-01-03
nevcanspg3a,38.8898,-114.3314,2820,57.85,2011-01-03
nevcanspg4a,38.9061,-114.3089,3360,57.85,2011-01-03
ninemileprairie,40.86801886,-96.82208066,381,43.98,2011-01-03
nist,39.139,-77.2125,100,63.43,2011-01-03
niwot3,40.03286358,-105.5469702,3050,39.879997,2011-01-03
niwot5,40.03286358,-105.5469702,2993,39.879997,2011-01-03
northattleboroma,41.98369,-71.31056,60,68.99,2011-01-03
northinletsaltmarsh,33.3455,-79.1957,1,57.01,2011-01-03
oakville,47.899334,-97.316139,268,57.449997,2011-01-03
oregonMP,44.4523,-121.5574,1253,64.58,2011-01-03
oregonYP,44.32384,-121.605993,977,56.21,2011-01-03
oregonYPbud,44.3238,-121.606,977,56.21,2011-01-03
othshardwood,44.934805,-68.6655,41,36.21,2011-01-03
othssoftwood,44.934527,-68.664888,41,36.21,2011-01-03
pace,37.9229,-78.2739,100,80.15,2011-01-03
parkschoolbuffalo,42.9637,-78.7834,205,47.34,2011-01-03
piedmontalpasture2,33.8875,-85.6935,238,80.689995,2011-01-03
portal,31.9385,-109.0823,1330,9.28,2011-01-03
proctor,44.525,-72.866,403,48.76,2011-01-03
readingma,42.5304,-71.1272,100,38.98,2011-01-03
robinson,37.4671,-83.1576,483,66.99,2011-01-03
robinson2,37.4671,-83.1576,483,66.99,2011-01-03
rosemountcons,44.6946,-93.0578,283,54.739998,2011-01-03
rosemountconv,44.691,-93.0576,283,54.739998,2011-01-03
rosemountnprs,44.6781,-93.0723,274,52.199997,2011-01-03
russellsage,32.456961,-91.974322,20,75.99,2011-01-03
sagehen,39.4315,-120.2398,1934,42.84,2011-01-03
sagehen2,39.4307,-120.2407,1937,36.68,2011-01-03
sagehen3,39.4311,-120.2405,1935,36.68,2011-01-03
sanford,42.726777,-84.464482,268,33.39,2011-01-03
santacruz1,36.9741,-122.0308,11,44.44,2011-01-03
santacruz2,36.9741,-122.0308,11,44.44,2011-01-03
santaluciapreserve1,36.5265,-121.8682,500,61.12,2011-01-03
santaluciapreserve2,36.5265,-121.8682,500,61.12,2011-01-03
segaarboretum10,35.16209,-111.73151,2170,46.93,2011-01-03
segaarboretum2,35.16209,-111.73151,2170,46.93,2011-01-03
segaarboretum3,35.16209,-111.73151,2170,46.93,2011-01-03
segaarboretum4,35.16214,-111.73153,2170,46.93,2011-01-03
segaarboretum6,35.16209,-111.73151,2170,46.93,2011-01-03
segaarboretum9,35.16222,-111.73158,2170,46.93,2011-01-03
segaarboretumforest,35.1613,-111.7359,2173,46.93,2011-01-03
segaarboretummeadow,35.1621,-111.7316,2157,46.93,2011-01-03
segablackpoint,35.6814,-111.4754,1566,55.53,2011-01-03
segabluechute,35.5876,-111.9716,1930,44.559998,2011-01-03
segabluechute1,35.58759,-111.97115,1931,44.559998,2011-01-03
segabluechute2,35.58759,-111.97115,1931,44.559998,2011-01-03
segabluechute4,35.58759,-111.9716,1931,44.559998,2011-01-03
segabluechute6,35.58759,-111.97115,1931,44.559998,2011-01-03
segabluechute7,35.58759,-111.97115,1931,44.559998,2011-01-03
segabluechute8,35.58759,-111.97115,1931,44.559998,2011-01-03
segabradshaw,34.9109,-111.9285,1402,90.46,2011-01-03
segahartprairie,35.3536,-111.7324,2585,63.26,2011-01-03
segalcr,35.7231,-111.321,1275,63.699997,2011-01-03
segalcr2,35.7069,-111.36,1495,55.05,2011-01-03
segalittlemountain,36.5865,-112.3634,2276,48.719997,2011-01-03
segasoapcreek,36.751,-111.716,1233,52.34,2011-01-03
segawhitepockets,36.6081,-112.4082,2057,56.17,2011-01-03
sevilletagrass,34.360444,-106.700186,1600,57.309998,2011-01-03
sevilletanewgrass,34.358,-106.6799,1603,57.309998,2011-01-03
sevilletashrub,34.334956,-106.744469,1603,52.559998,2011-01-03
sevMRME10L,34.3438,-106.7269,1604,59.039997,2011-01-03
sevMRME11C,34.3438,-106.7268,1604,59.039997,2011-01-03
sevMRME1S,34.3442,-106.7272,1604,56.91,2011-01-03
sevpjrm12,34.38615,-106.52621,1905,41.2,2011-01-03
sevpjrm13,34.38631,-106.52791,1914,41.2,2011-01-03
shalehillsczo,40.6658,-77.9041,310,63.53,2011-01-03
shenandoah,38.6167,-78.35,1037,88.0,2011-01-03
silverton,44.9986,-122.6948,347,32.25,2011-01-03
siwetland,38.0369,-121.7546,-5,-9999.0,2011-01-03
slatefloodplain,38.9094,-107.0282,2725,55.71,2011-01-03
snodgrass1,38.92619636,-106.9714376,3023,37.219997,2011-01-03
snodgrass2,38.92619636,-106.9714376,3023,37.219997,2011-01-03
snodgrass3,38.92839978,-106.9781196,3141,37.219997,2011-01-03
snodgrass4,38.92839978,-106.9781196,3141,37.219997,2011-01-03
snodgrass5,38.92744789,-106.9785209,3152,37.219997,2011-01-03
snodgrass6,38.92744789,-106.9785209,3152,37.219997,2011-01-03
snodgrass7,38.93142134,-106.9852388,3363,37.219997,2011-01-03
snodgrass8,38.93142134,-106.9852388,3363,37.219997,2011-01-03
southerngreatplains,36.6058,-97.4888,314,21.35,2011-01-03
springfieldma,42.135162,-72.585972,56,40.8,2011-01-03
spruceA0EMI,47.5049,-93.4541,413,42.45,2011-01-03
spruceA0EMT,47.5049,-93.4541,418,42.45,2011-01-03
spruceA0P07,47.50493,-93.45314,413,42.45,2011-01-03
spruceA0P07SH,47.50493,-93.45314,413,42.45,2011-01-03
spruceA0P21,47.50625,-93.45275,413,42.45,2011-01-03
spruceA0P21SH,47.50625,-93.45275,413,42.45,2011-01-03
srg,31.7894,-110.8276,1281,19.64,2011-01-03
srm,31.8214,-110.8661,1116,24.88,2011-01-03
statenrice1,38.1235,-121.549,-5,24.21,2011-01-03
stjones,39.088222,-75.43725,2,43.28,2011-01-03
sweetbriar,37.57341,-79.08482,242,83.799995,2011-01-03
sweetbriarclearcut,37.5753,-79.0872,242,83.799995,2011-01-03
sweetbriargrass,37.5605,-79.0884,240,83.799995,2011-01-03
sylvania,46.242,-89.348,540,44.98,2011-01-03
templefieldstation1,40.1667,-75.1894,105,51.03,2011-01-03
tfforest,43.1086,-70.9505,23,47.52,2011-01-03
tidmarshplymouth,41.9157,-70.5754,9,43.899998,2011-01-03
tonzi,38.43091667,-120.9658861,177,58.32,2011-01-03
townsenddemeadow,39.3917,-75.6281,11,44.3,2011-01-03
tsubiology,36.1671,-86.8295,164,51.149998,2011-01-03
tsubiology2,36.1171,-86.8295,100,48.7,2011-01-03
tuckerprairie,38.9491,-91.9952,274,49.71,2011-01-03
twodafo,29.1658,-95.829,16,65.75,2011-01-03
tworfaa,31.4777,-96.8882,167,17.85,2011-01-03
tworfpr,31.4802,-96.8826,162,17.85,2011-01-03
tworfta,31.4693,-96.8864,173,17.85,2011-01-03
twosfpr,30.6176,-97.2938,157,31.23,2011-01-03
ucnrsanzaborrego,33.2401,-116.3886,214,54.219997,2011-01-03
ufona,27.3836,-81.950856,25,49.059998,2011-01-03
uiefmaize2,40.0628,-88.1961,224,42.42,2011-01-03
uiefmiscanthus2,40.0628,-88.1984,221,42.42,2011-01-03
uiefprairie2,40.0637,-88.1973,224,42.42,2011-01-03
uiefsorghum,40.0065,-88.2032,224,48.92,2011-01-03
uiefswitchgrass2,40.0637,-88.1973,224,42.42,2011-01-03
umichbiological,45.55984,-84.71382,230,30.05,2011-01-03
umichbiological2,45.5625,-84.6976,240,48.1,2011-01-03
unca,35.5951,-82.5515,650,52.02,2011-01-03
usgseros,43.7343,-96.6234,448,39.329998,2011-01-03
usmpj,34.43845,-106.2543606,2126,53.52,2011-01-03
usof5,35.7297,-90.0406,70,33.96,2011-01-03
usof6,35.7333,-90.0403,70,33.96,2011-01-03
uwmfieldsta,43.38709,-88.0229,265,31.8,2011-01-03
vaira,38.41328056,-120.9506361,129,63.079998,2011-01-03
vallesburnedconifer,35.8884,-106.5321,3043,50.87,2011-01-03
vallesmixedconifer,35.9192,-106.6142,2752,48.0,2011-01-03
vallesponderosapine,35.864,-106.5964,2501,37.77,2011-01-03
waahila,21.3017,-157.8152,55,57.129997,2011-01-03
warrenwilson,35.6069,-82.4421,2198,76.39,2011-01-03
willamettepoplar,44.1368,-123.1823,112,64.86,2011-01-03
willowcreek,45.805986,-90.07912,521,48.71,2011-01-03
windriver,45.8212833,-121.9520833,371,63.359997,2011-01-03
windriverunderstory,45.8212833,-121.9520833,371,63.359997,2011-01-03
wolfesneckfarm,43.8305,-70.0715,16,44.43,2011-01-03
worcester,42.2697,-71.8428,185,37.469997,2011-01-03
alligatorriver,35.7879,-75.9038,1,64.68,2011-01-10
arbutuslake,43.98207,-74.23322,535,40.149998,2011-01-10
arbutuslakeinlet,43.99336,-74.24527,527,21.49,2011-01-10
archboldavir,27.176064,-81.21958,8,26.359999,2011-01-10
archboldavirx,27.166627,-81.219828,8,26.359999,2011-01-10
archboldbahia,27.1656,-81.216112,8,26.359999,2011-01-10
archboldpnot,27.187948,-81.200345,9,5.62,2011-01-10
archboldpnotx,27.180677,-81.20068,9,5.62,2011-01-10
arkansascornsoy,34.416,-91.6723,61,34.98,2011-01-10
arsbrooks10,41.9749,-93.6905,312,57.86,2011-01-10
arsbrooks11,41.9744,-93.6937,313,57.86,2011-01-10
arscolesnorth,42.4884,-93.5225,356,52.69,2011-01-10
arscolessouth,42.4816,-93.5235,352,52.69,2011-01-10
arsgacp1,31.5109,-83.6179,96,54.879997,2011-01-10
arsgacp3,31.7563,-83.7516,139,67.02,2011-01-10
arsgacp4,31.7093,-83.7287,127,52.87,2011-01-10
arsgreatbasinltar098,43.1675,-116.7132,1426,39.96,2011-01-10
arsgreatbasinltar117,43.1432,-116.7357,1625,38.0,2011-01-10
arsgreatbasinltar177,43.0645,-116.7484,2114,35.26,2011-01-10
arsltarmdcr,39.0587,-75.8513,17,56.93,2011-01-10
arsltarmdcrnatw,39.0575,-75.7531,16,57.899998,2011-01-10
arsltarmdcrprcw,39.0667,-75.7609,17,58.43,2011-01-10
arsltarmdcrresw,39.0549,-75.7532,16,57.899998,2011-01-10
arsltarucbec1,40.7537,-78.0057,400,44.87,2011-01-10
arsltarucbec2,40.7558,-77.9999,396,44.87,2011-01-10
arsmnswanlake1,45.684508,-95.799703,370,52.87,2011-01-10
arsmorris1,45.6167,-96.1269,341,44.77,2011-01-10
arsmorris2,45.627,-96.127,338,44.77,2011-01-10
arsmorris3,45.6091,-96.1265,342,45.05,2011-01-10
arsope3ltar,39.0309,-76.8442,41,69.159996,2011-01-10
ashburnham,42.6029,-71.926,292,56.01,2011-01-10
asuhighlands,36.2076,-81.7032,1016,56.02,2011-01-10
austincary,29.738,-82.2188,44,62.449997,2011-01-10
barrow,71.28007453,-156.6091492,5,-9999.0,2011-01-10
bartlettir,44.0646,-71.2881,268,54.52,2011-01-10
bigtraillake,64.9194,-147.822,190,43.879997,2011-01-10
bitterbrush001,48.154,-119.9456,667,36.67,2011-01-10
