"Veg_Type","Phen_Metric","Drought_Index","Drought_Metric","Slope","Error","Adjusted_R2","F_Statistic","P_Value","significant"
"AG","Peak_GCC","USDM","Weighted_Average_DM",-0.00327310240230277,0.00262992797265972,0.00240180026826009,1.54892887869141,0.214577057259402,NA
"DB","Peak_GCC","USDM","Weighted_Average_DM",-0.00513428382045608,0.00252622131345795,0.00772747356202508,4.13063628102803,0.0427720119270761,"yes"
"EN","Peak_GCC","USDM","Weighted_Average_DM",-0.00804620659994222,0.00131523204898285,0.135199689394445,37.4263602158602,4.00021201467587e-09,"yes"
"GR","Peak_GCC","USDM","Weighted_Average_DM",-0.0126447304229555,0.00173301433902811,0.152189686143542,53.2371548729108,2.84338916242955e-12,"yes"
"SH","Peak_GCC","USDM","Weighted_Average_DM",-0.00236477487284327,0.00244901196305983,-0.000615010778238112,0.932390395029572,0.336380052948199,NA
"AG","GSL_25","USDM","Weighted_Average_DM",5.99313776933569,4.58527557908929,0.00309718942273296,1.7083530920875,0.192521648362311,NA
"DB","GSL_25","USDM","Weighted_Average_DM",1.70893423162062,4.41527606201372,-0.00211938780593535,0.149807988595606,0.698924245227366,NA
"EN","GSL_25","USDM","Weighted_Average_DM",-2.7565985189944,2.82547500788222,-0.00020673664619042,0.95184031780886,0.330267476494213,NA
"GR","GSL_25","USDM","Weighted_Average_DM",-0.996454152810754,3.81803709120345,-0.00321264652737452,0.0681136818777787,0.794288556049029,NA
"SH","GSL_25","USDM","Weighted_Average_DM",6.59358327658752,6.10025488695907,0.0015274835175928,1.16828023221625,0.282140551521364,NA
"AG","Amplitude_GCC_yearly","USDM","Weighted_Average_DM",-0.00228001705622391,0.00216720835151742,0.000468265502180043,1.1068145520669,0.293894062899462,NA
"DB","Amplitude_GCC_yearly","USDM","Weighted_Average_DM",-0.00293220611923455,0.00215252314559383,0.00212393283019674,1.85563831604931,0.173893703080169,NA
"EN","Amplitude_GCC_yearly","USDM","Weighted_Average_DM",-0.00304761529194355,0.000884952051200308,0.0445333335745774,11.8598940051944,0.00068044826980354,"yes"
"GR","Amplitude_GCC_yearly","USDM","Weighted_Average_DM",-0.0128240636099176,0.00161701869138192,0.171505881181608,62.8957422974076,4.42160826861831e-14,"yes"
"SH","Amplitude_GCC_yearly","USDM","Weighted_Average_DM",-0.0018382982381673,0.00149391070664478,0.00457007194396963,1.51419797948428,0.221100930585871,NA
"AG","Cumulative_GCC_yearly","USDM","Weighted_Average_DM",-0.537977191340349,0.368816938583061,0.00512283838230398,2.12767852053247,0.14609896722755,NA
"DB","Cumulative_GCC_yearly","USDM","Weighted_Average_DM",-0.397464083289837,0.384334220181108,0.000175454867397451,1.06949232025526,0.30169287520045,NA
"EN","Cumulative_GCC_yearly","USDM","Weighted_Average_DM",-0.620880837785089,0.177092256519768,0.0469922436784366,12.2918533254108,0.000547691573419167,"yes"
"GR","Cumulative_GCC_yearly","USDM","Weighted_Average_DM",-1.91426335069711,0.229537964554066,0.190125182646425,69.5495488230727,3.01292602459347e-15,"yes"
"SH","Cumulative_GCC_yearly","USDM","Weighted_Average_DM",-0.428993786843708,0.200706559553882,0.0314220352868122,4.56855514731107,0.0347993092232089,"yes"
"AG","SOS_25_difference_from_mean","USDM","Weighted_Average_DM",-8.30140314274373,5.61062584443264,0.00518861578532182,2.18917456899356,0.140370208435642,NA
"DB","SOS_25_difference_from_mean","USDM","Weighted_Average_DM",-1.67061728825852,1.69252715931524,-6.39905416726094e-05,0.97427744824764,0.324210896636719,NA
"EN","SOS_25_difference_from_mean","USDM","Weighted_Average_DM",-0.133787602509237,1.74219123737188,-0.00428481728528696,0.00589712172433728,0.938854626235835,NA
"GR","SOS_25_difference_from_mean","USDM","Weighted_Average_DM",7.25466973667861,2.44885018007905,0.0260271253084559,8.77628788395085,0.0033044440427782,"yes"
"SH","SOS_25_difference_from_mean","USDM","Weighted_Average_DM",-0.495590381561637,4.34689157814041,-0.00905398134263624,0.0129983468626629,0.909439371339947,NA
"AG","Amplitude_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0237125101646617,0.0121694508313231,0.0121178460323318,3.79675959756437,0.0525842008242456,NA
"DB","Amplitude_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",0.00517486939480355,0.00837938100357811,-0.00154119020412113,0.381394926023503,0.537208176323496,NA
"EN","Amplitude_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0144747956598498,0.00816987458387773,0.00909683194789246,3.13902015070304,0.0777523634103813,NA
"GR","Amplitude_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0452642518440621,0.0138656645152768,0.0312867218928229,10.6568613823822,0.0012243503030175,"yes"
"SH","Amplitude_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0088249146728374,0.0254501729136948,-0.00791721316081606,0.120237394070642,0.729433658487848,NA
"AG","Cumulative_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0303342636442833,0.0146884318057525,0.017528635057916,4.26497069539296,0.0403234672886241,"yes"
"DB","Cumulative_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",0.0246281343244124,0.00955095193392849,0.0140650216947384,6.64920477888952,0.0102810956277372,"yes"
"EN","Cumulative_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0177602516476467,0.00947126021475629,0.0108686695057025,3.5162738658395,0.0620471794584667,NA
"GR","Cumulative_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0453503500520171,0.0112159364443824,0.049939855799953,16.3489628868336,6.75227629732571e-05,"yes"
"SH","Cumulative_GCC_yearly_percent_of_mean","USDM","Weighted_Average_DM",-0.0418084473383956,0.0199200588079885,0.0300252121341817,4.40500946630468,0.0381430951819483,"yes"
