"Veg_Type","Phen_Metric","Drought_Index","Drought_Metric","Slope","Error","Adjusted_R2","F_Statistic","P_Value","significant"
"EN","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",3.33812223358468e-05,0.00139075480893001,-0.00430785090939567,0.000576107236137623,0.980871458383271,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.00389133331539161,0.00228672731688557,0.00630050987577335,2.89579694020042,0.089853824557441,NA
"SH","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",-0.00250823289056764,0.00216799084117312,0.00301328167853987,1.33850756664508,0.249781052346182,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.00293697189797319,0.00244688867257868,0.00192913115008642,1.44069205499061,0.231278492742775,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.00271289636585518,0.00162482866814806,0.00442740925303109,2.78773354776982,0.0957688842875349,NA
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-0.00137000857980377,0.00129802468924184,0.000488981372496866,1.11398839799508,0.292314470653036,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-0.0010269635380674,0.00263015052482966,-0.00284264798840383,0.152457516403346,0.696476809005277,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.000561532454820642,0.00312002554426312,-0.00871464902266128,0.0323916763935702,0.857498875503692,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",0.00462076473301143,0.00304788549652115,0.00566260074937797,2.2984254357034,0.130896500810803,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",0.00438806464466067,0.00200410885682566,0.00934971669601392,4.7940594931867,0.029133690449293,"yes"
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",-0.0010175164652952,0.00164791045228815,-0.0026626282253519,0.381255111098504,0.537537849247994,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",0.00205937578221885,0.00319763951703031,-0.00196111388306175,0.41477464253778,0.520051348985941,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",-0.003909292186586,0.00390107206002262,3.76658234410021e-05,1.00421873112737,0.318471417895602,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_SPEI_6month",0.00421710500614985,0.00248433056527674,0.00818440665139142,2.88144321286281,0.0909761609661849,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_SPEI_6month",0.00238731367516499,0.00163846749811977,0.00278566942696723,2.12296732538659,0.145887772286865,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_SPEI_6month",6.04534955288898e-05,0.00135849129146756,-0.00430177236966611,0.00198029147432474,0.964543758614461,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_SPEI_6month",0.00685094613221737,0.00248527212417448,0.0215934757543195,7.59894337429856,0.00620039565761174,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_SPEI_6month",0.00191138059310612,0.00320723448478341,-0.00579077523794558,0.355167254843352,0.552415862288325,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_6month",0.00397279878866773,0.00200607648272528,0.0126532594536861,3.92191490280727,0.0488681300919321,"yes"
"DB","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_6month",0.00196904793808554,0.00141031859419689,0.00235587320540942,1.9492974530081,0.163434984393581,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_6month",0.000192239349590089,0.0011353767914891,-0.0041862565260149,0.0286684723849303,0.865694318476495,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_6month",0.00455343906593495,0.00206087650661947,0.0128160426077661,4.8817453535659,0.0279024524598364,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_6month",0.0009217978643778,0.00255513973227721,-0.00782731446468898,0.130149374339175,0.718962865701789,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_6month",0.00133501175684147,0.0020148727307738,-0.00246654900373655,0.439010535153703,0.508272580447905,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_6month",0.00127825908064235,0.00118374618783897,0.000412911930801729,1.16605916399231,0.280861505710576,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_6month",-0.000454145734406359,0.00106919545574845,-0.00352994238420101,0.180416506990565,0.671409200007707,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_6month",0.00291175638507876,0.00186484926026771,0.00478613898064073,2.437937725009,0.119493152597574,NA
"SH","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_6month",-0.000757250291222471,0.00182341985312505,-0.00744368826185426,0.172466813737207,0.678730374437043,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",0.00336687317562839,0.00210105110246689,0.00682984329384229,2.5679128701979,0.110442087428647,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",0.00274794020853513,0.00139395446448809,0.00712825238448489,3.88613052536227,0.0493735977282622,"yes"
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",-0.0010611800641699,0.00111866402350372,-0.000429935711782958,0.899868029464645,0.343804173460005,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",-0.000525988318512029,0.0021768259644262,-0.00315916134528149,0.0583854699862489,0.809232396358125,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",-0.000693097759852612,0.0025966819575908,-0.00836179952082894,0.0712445207881904,0.790028559536819,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_6month",0.00383921656939486,0.00253781729440351,0.00561986870585807,2.28857166853088,0.131720781581579,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_6month",0.00382878442667081,0.00159549145528582,0.011699344622472,5.7588115141309,0.0168614770723231,"yes"
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_6month",-0.000787659163053549,0.00133197870330343,-0.00279884557209642,0.349689101480341,0.554864900289267,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_6month",0.00105678903416934,0.00258507655673082,-0.00279333106446988,0.16712051984836,0.682977301553652,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_6month",-0.000810494594494122,0.00316078149318595,-0.00841166270786498,0.0657523528128537,0.798099483612088,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_SPEI_12month",0.00373765550640185,0.00215699139863372,0.00870698427586092,3.00262927651732,0.0844876154615521,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_SPEI_12month",0.00187999430519847,0.00132552599738998,0.00251004344450778,2.01157656581977,0.156879691639635,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_SPEI_12month",-0.000216463536864295,0.00114717067905834,-0.00415623627943162,0.0356051995497926,0.85049808075288,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_SPEI_12month",0.00451301743077126,0.0020799977559378,0.0122484322285039,4.70769468337599,0.0308179292997429,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_SPEI_12month",0.000230507329426464,0.00236923886690777,-0.00892297170111145,0.00946567918908128,0.922670186795495,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_12month",0.00319512866531899,0.00192681764399365,0.00761595701931461,2.74976433033752,0.0986499219845456,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_12month",0.00146481135529979,0.00120074694955099,0.0012129472613881,1.48819695623909,0.223213393837257,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_12month",3.35480375103809e-05,0.00105869133347094,-0.00430599798817943,0.00100414290503772,0.974747938135335,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_12month",0.00438200120376055,0.00188456444264669,0.0145236945451237,5.40658455708638,0.0207323143152491,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_12month",-0.000528525693745197,0.00207629715457526,-0.00842033913598472,0.0647967453350668,0.799540088547489,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_12month",0.00253239003898183,0.00186481060069527,0.00368867164277276,1.84413085610389,0.175815800371614,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_12month",0.00170749489836622,0.00111122140730351,0.00337443944801408,2.3611176672514,0.125181670979204,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_12month",-0.000698438497310845,0.000986047558189404,-0.00214312790876492,0.501719077010287,0.479456805465031,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_12month",0.00155418912167884,0.00182360930612878,-0.000916065928669774,0.726346971543374,0.394754256290678,NA
"SH","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_12month",-0.00101613094614663,0.0020906096777368,-0.00686610761991013,0.236240004892249,0.627893222840351,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.00300892646588652,0.00200185271516298,0.00549256852054536,2.25922198572352,0.134210677874952,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.00299582904506346,0.00119028975144593,0.013096693252816,6.33473811632563,0.0122287313333132,"yes"
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-0.000566042929716391,0.00104902058882108,-0.00305151805526638,0.291159333215953,0.589996059441943,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-5.16293191963744e-05,0.00195975014188043,-0.00335336785767293,0.000694051005134789,0.978999916980951,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-0.000362216189423862,0.00206182306410958,-0.00872854040180449,0.0308626296895321,0.860867296920181,NA
"AG","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_12month",0.00344402807743519,0.00222534989372859,0.00608196006807804,2.39517227760226,0.123103339318931,NA
"DB","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_12month",0.00339095900535033,0.00131097615609223,0.0139577772492716,6.69045252297032,0.0100444537126182,"yes"
"EN","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_12month",-0.000655939743057222,0.00116422566329604,-0.0029380744519254,0.3174340821863,0.573697901355066,NA
"GR","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_12month",0.000714378198546936,0.0021865149402163,-0.00299642340381756,0.10674596954097,0.744109014460134,NA
"SH","Amplitude_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_12month",-9.3882161974943e-06,0.00240907260579036,-0.00900887095837932,1.51868039344661e-05,0.996897626958457,NA
"AG","Cumulative_GCC_yearly","SPEI","Mean_SPEI_3month",0.584549847821627,0.518123572032808,0.00124432908278727,1.27284758131101,0.260473252409642,NA
"DB","Cumulative_GCC_yearly","SPEI","Mean_SPEI_3month",0.552698226495567,0.370006032362133,0.0030997127014204,2.23130291504758,0.136038116708187,NA
"EN","Cumulative_GCC_yearly","SPEI","Mean_SPEI_3month",-0.0336232664359323,0.337305681648207,-0.00434219462947993,0.00993647835557133,0.92068447240018,NA
"GR","Cumulative_GCC_yearly","SPEI","Mean_SPEI_3month",1.04010221387284,0.449257736525474,0.0147116778527535,5.35995214440596,0.021299933758821,"yes"
"SH","Cumulative_GCC_yearly","SPEI","Mean_SPEI_3month",0.143387669679397,0.526253336922367,-0.00848743665353902,0.0742393033796108,0.785776986090757,NA
"AG","Cumulative_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.45740839176985,0.402741834832769,0.00132197706014026,1.28989621231323,0.257314138591938,NA
"DB","Cumulative_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.642196893454393,0.299197053357224,0.00902646217427516,4.60703781137859,0.0324495215362244,"yes"
"EN","Cumulative_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",-0.0440248650941122,0.262262768820986,-0.00426184687468578,0.0281788187609729,0.866837912262598,NA
"GR","Cumulative_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.63762451766127,0.3554482829455,0.00753840624511515,3.21793431345341,0.0738735667199568,NA
"SH","Cumulative_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.121264267975715,0.441559295161196,-0.00847651841228769,0.0754201924110103,0.784122371024258,NA
"AG","Cumulative_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",-0.0905476203810093,0.421186607662421,-0.00437422244015684,0.0462173431065059,0.829982182357216,NA
"DB","Cumulative_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.0562955822623593,0.26327314212538,-0.00241561130790946,0.0457230841765481,0.830790296886319,NA
"EN","Cumulative_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.00949341443001816,0.277902113540658,-0.00438082418285113,0.00116697400197182,0.972778652400951,NA
"GR","Cumulative_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.635969544048313,0.329497828843918,0.00924709647217448,3.72535377919193,0.0545639592186672,NA
"SH","Cumulative_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",-0.0918458136771352,0.290890134521262,-0.00825215802242041,0.0996921005885296,0.752803197342033,NA
"AG","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.445593804559739,0.419264388590709,0.000591165726222642,1.12954187475925,0.289048969038693,NA
"DB","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.346309034972692,0.294201120657164,0.00097279917181714,1.38560358688958,0.239857756179871,NA
"EN","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-0.186922768882734,0.260820728493459,-0.00212845974550335,0.513617962866667,0.474310318147988,NA
"GR","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",0.0352694355429913,0.376503112372723,-0.00340616787745529,0.00877525765972805,0.925430725411106,NA
"SH","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-0.109783162630984,0.431783872771704,-0.00857614714974075,0.0646455509209827,0.799777673784785,NA
"AG","Cumulative_GCC_yearly","SPEI","Prev_Year_Mean_SPEI_3month",0.422058760645404,0.52332442785366,-0.00159873964101065,0.650434882229582,0.420836184204674,NA
