"Veg_Type","Phen_Metric","Drought_Index","Drought_Metric","Slope","Error","Adjusted_R2","F_Statistic","P_Value","significant"
"GR","Peak_GCC","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.00113901910482914,0.00206351776379051,-0.00239513480146614,0.304681155136784,0.581387644078227,NA
"SH","Peak_GCC","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-0.000426023155187431,0.00339294533689094,-0.00902836681229013,0.0157656791261866,0.900310372711803,NA
"AG","Peak_GCC","SPEI","Prev_Year_Mean_SPEI_12month",0.00537417210477328,0.00269380932993865,0.0129017991237534,3.98005831395956,0.0472377339333215,"yes"
"DB","Peak_GCC","SPEI","Prev_Year_Mean_SPEI_12month",0.00360857993041582,0.00154525816202902,0.0109568277653619,5.45344034044911,0.0200223046020756,"yes"
"EN","Peak_GCC","SPEI","Prev_Year_Mean_SPEI_12month",0.00268130467583404,0.00181144631687965,0.00508557147086575,2.19099504312498,0.140176290749902,NA
"GR","Peak_GCC","SPEI","Prev_Year_Mean_SPEI_12month",0.00182091144334935,0.00229793472034699,-0.00128027256675023,0.627917050668238,0.428768125959376,NA
"SH","Peak_GCC","SPEI","Prev_Year_Mean_SPEI_12month",0.000894711774497256,0.00394931803894885,-0.00869935160349744,0.0513241880610701,0.821199211969805,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_SPEI_3month",0.00505068782105705,0.00303240965956399,0.00772114986902572,2.77412041978474,0.0971786848704548,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_SPEI_3month",0.00288423039778405,0.00207141809505716,0.00232978681899842,1.93876141520871,0.164574698141629,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_SPEI_3month",0.000143981221431225,0.00168292451934331,-0.00427866019461232,0.00731951712342045,0.931894612776204,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_SPEI_3month",0.00733701310020434,0.00312232382356467,0.0148978605134458,5.52182582391099,0.019432919495055,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_SPEI_3month",0.00103386609673882,0.00390766472655075,-0.00837310396032986,0.0699993485805546,0.79182837253478,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.00369253079202999,0.00235159948154665,0.00638698740848809,2.4655938586565,0.117756539295517,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.00305212162149435,0.00167724220326808,0.00571688928528713,3.3114035307644,0.0695461737539582,NA
"EN","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",-2.33163226862417e-05,0.00131340293452225,-0.00430898054759132,0.000315154962222442,0.985851472655204,NA
"GR","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.00666435066629088,0.00246754750998376,0.020617209950632,7.29431703096215,0.00731307405890154,"yes"
"SH","Amplitude_GCC_yearly","SPEI","Mean_May_Sept_SPEI_3month",0.00414022064382462,0.00329079065815124,0.00517729206649931,1.58287442257166,0.21098723587751,NA
"AG","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.00117428804389934,0.00242803040083043,-0.0033713902503294,0.233905825356122,0.629108920056307,NA
"DB","Amplitude_GCC_yearly","SPEI","Mean_Oct_Feb_SPEI_3month",0.00130323623945304,0.00146221143254806,-0.000511765025775546,0.794375690967986,0.37331474538527,NA
